Obra;Bloco;Unidade;Empresa;SituacaoUnidade;DataVenda;ValorVenda;DataLiberacaoChaves;FormaPagamento;FaseIncorporacao;DataCessao;DataDesembolso;DataEntregaInicial;DataHabiteSe;StatusDistrato;DataChaves;IndicePreChaves;IndicePosChaves;DebitoAutomatico;SaldoDevedor;DiasAtraso;ValorAtraso;TotalAtraso;CRM_ProcessamentoPendente;CRM_Operacao;CRM_PosicaoFinanceiraId;CreatedOn;ModifiedOn;DataPrevisaoEntrega;ValorPago;ValorPagoAtualizado;TipoPagamento;DataQuitacao;ValorQuitacao;LR_TipoContrato;LR_Saldo;LR_DataVencimento;LR_Codigo;LR_DataRenegociacao;PCVF_SaldoDevedor;PCVF_TotalAtraso;PCVU_SaldoDevedor;PCVU_TotalAtraso;PCVP_SaldoDevedor;PCVP_TotalAtraso;DEC_SaldoDevedor;DEC_TotalAtraso;MOD_SaldoDevedor;MOD_TotalAtraso;LIG_SaldoDevedor;LIG_TotalAtraso;TCS_SaldoDevedor;TCS_TotalAtraso;LOT_SaldoDevedor;LOT_TotalAtraso;CRM_ProcessamentoPendenteRepasse;ValorTotalReceberObras;ValorParcelaChaves;ValorTotalPosObra;DataUltimaPrestacaoPaga;DataUltimaAlteracao
153;3;01104C;896;Q ;2009-09-01 00:00:00.000;194675.54;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5751DBA5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:53.720;2014-11-26 20:12:53.720;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;3;01105C;896;Q ;2012-08-01 00:00:00.000;211500.00;2012-10-09 00:00:00.000;2;0;NULL;2012-08-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-08-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6151DBA5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:53.777;2014-11-26 20:12:53.777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;3;01106C;896;Q ;2011-12-01 00:00:00.000;160343.00;2012-02-15 00:00:00.000;2;0;NULL;2011-12-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-12-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7450ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:53.840;2014-11-26 20:12:53.840;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;3;01107C;896;Q ;2009-09-01 00:00:00.000;131732.32;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7E50ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:53.907;2014-11-26 20:12:53.907;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;3;01108C;896;Q ;2007-10-01 00:00:00.000;180341.06;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8750ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:53.957;2014-11-26 20:12:53.957;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00101D;896;Q ;2012-02-01 00:00:00.000;191800.00;2012-03-26 00:00:00.000;3;0;NULL;2012-03-08 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-02-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8850ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.010;2014-11-26 20:12:54.010;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00102D;896;Q ;2012-05-01 00:00:00.000;149928.63;2012-07-30 00:00:00.000;2;0;NULL;2012-06-22 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-05-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5493A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.063;2014-11-26 20:12:54.063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00103D;896;Q ;2007-10-01 00:00:00.000;122354.33;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6093A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.130;2014-11-26 20:12:54.130;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00105D;896;Q ;2009-09-01 00:00:00.000;159554.49;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7393A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.180;2014-11-26 20:12:54.180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00106D;896;Q ;2007-10-01 00:00:00.000;119465.33;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7C93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.233;2014-11-26 20:12:54.233;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00107D;896;Q ;2013-10-01 00:00:00.000;183112.00;2014-01-13 00:00:00.000;2;0;NULL;2013-10-31 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2013-10-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8593A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.283;2015-03-27 02:13:32.860;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00108D;896;Q ;2007-10-01 00:00:00.000;157985.33;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8F93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.367;2014-11-26 20:12:54.367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00201D;896;Q ;2007-10-01 00:00:00.000;158253.41;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8950ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.463;2014-11-26 20:12:54.463;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00202D;896;Q ;2009-09-01 00:00:00.000;112985.22;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-30 00:00:00.000;INCC1     ;INCC1     ;NULL;0.00;0;0.00;0.00;0;U;5693A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.550;2014-11-26 20:12:54.550;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00203D;896;Q ;2009-09-01 00:00:00.000;126306.68;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6193A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.627;2014-11-26 20:12:54.627;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00204D;896;Q ;2009-09-01 00:00:00.000;164802.61;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6A93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.700;2014-11-26 20:12:54.700;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00206D;896;Q ;2009-09-01 00:00:00.000;122621.17;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7D93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.767;2014-11-26 20:12:54.767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00207D;896;Q ;2011-01-01 00:00:00.000;148580.00;2012-11-29 00:00:00.000;3;0;NULL;2011-02-15 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-01-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8693A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.830;2014-11-26 20:12:54.830;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00208D;896;Q ;2011-10-01 00:00:00.000;191878.00;2011-12-30 00:00:00.000;2;0;NULL;2011-10-31 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-10-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;9093A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.920;2014-11-26 20:12:54.920;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00301D;896;Q ;2009-09-01 00:00:00.000;189558.81;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8A50ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:54.990;2014-11-26 20:12:54.990;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00302D;896;Q ;2011-09-01 00:00:00.000;152960.00;2011-11-10 00:00:00.000;2;0;NULL;2011-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-09-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5893A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:55.047;2014-11-26 20:12:55.047;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00303D;896;Q ;2011-08-01 00:00:00.000;164432.00;2011-09-20 00:00:00.000;2;0;NULL;2011-08-31 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-08-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6293A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:55.117;2014-11-26 20:12:55.117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00304D;896;Q ;2010-10-01 00:00:00.000;201238.95;NULL;0;0;NULL;2010-12-08 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2010-10-01 00:00:00.000;INCC2     ;IGPM2     ;NULL;0.00;0;0.00;0.00;0;U;6B93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:56.810;2014-11-26 20:12:56.810;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00305D;896;Q ;2007-10-01 00:00:00.000;166652.21;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7493A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:56.983;2014-11-26 20:12:56.983;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00307D;896;Q ;2011-11-01 00:00:00.000;142695.00;2012-03-26 00:00:00.000;3;0;NULL;2011-11-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-11-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8793A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:57.260;2014-11-26 20:12:57.260;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00308D;896;Q ;2009-09-01 00:00:00.000;165763.79;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;9193A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:57.497;2014-11-26 20:12:57.497;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00401D;896;Q ;2009-09-01 00:00:00.000;186480.72;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-30 00:00:00.000;INCC1     ;INCC1     ;NULL;0.00;0;0.00;0.00;0;U;8B50ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:57.677;2014-11-26 20:12:57.677;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00402D;896;Q ;2011-11-01 00:00:00.000;151200.00;2011-12-12 00:00:00.000;2;0;NULL;2011-11-24 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-11-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5993A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:57.803;2014-11-26 20:12:57.803;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00403D;896;Q ;2009-09-01 00:00:00.000;125426.33;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;INCC1     ;NULL;0.00;0;0.00;0.00;0;U;6393A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:57.960;2014-11-26 20:12:57.960;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00404D;896;Q ;2009-04-01 00:00:00.000;176413.19;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6C93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.077;2014-11-26 20:12:58.077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00405D;896;Q ;2009-09-01 00:00:00.000;166796.95;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7593A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.217;2014-11-26 20:12:58.217;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00406D;896;Q ;2009-09-01 00:00:00.000;128314.58;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2007-09-01 00:00:00.000;INCC1     ;INCC1     ;NULL;0.00;0;0.00;0.00;0;U;7E93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.357;2014-11-26 20:12:58.357;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00408D;896;Q ;2013-01-01 00:00:00.000;205920.00;2013-02-08 00:00:00.000;3;0;NULL;2013-01-31 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2013-01-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;9393A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.470;2014-11-26 20:12:58.470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00501D;896;Q ;2009-09-01 00:00:00.000;175470.27;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;8C50ACCF-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.637;2014-11-26 20:12:58.637;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00502D;896;Q ;2012-02-01 00:00:00.000;153440.00;2012-05-08 00:00:00.000;3;0;NULL;2012-02-10 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-02-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5A93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:58.853;2014-11-26 20:12:58.853;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00503D;896;Q ;2009-09-01 00:00:00.000;128407.48;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6493A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.047;2014-11-26 20:12:59.047;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00504D;896;Q ;2012-04-01 00:00:00.000;216136.54;2012-05-11 00:00:00.000;2;0;NULL;2012-04-25 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-04-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;6D93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.257;2014-11-26 20:12:59.257;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00505D;896;Q ;2007-10-01 00:00:00.000;166651.98;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7693A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.437;2014-11-26 20:12:59.437;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00506D;896;Q ;2011-12-01 00:00:00.000;145092.80;2011-12-01 00:00:00.000;2;0;NULL;2011-12-19 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2011-12-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;7F93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.600;2014-11-26 20:12:59.600;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00507D;896;Q ;2009-09-01 00:00:00.000;123757.18;NULL;0;0;NULL;2009-09-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;NULL;2010-03-30 00:00:00.000;INCC1     ;INCC1     ;NULL;0.00;0;0.00;0.00;0;U;8893A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.737;2014-11-26 20:12:59.737;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
153;4;00602D;896;Q ;2012-06-01 00:00:00.000;169128.00;2012-09-26 00:00:00.000;2;0;NULL;2012-06-30 00:00:00.000;2010-10-01 00:00:00.000;NULL;1;2012-06-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;5B93A4D5-C76E-E411-B2D5-001DD8300006;2014-11-26 20:12:59.883;2014-11-26 20:12:59.883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
